id_docente;nombre_docente;dirección;numero_secciones
00055805;Andrea Gil;Dg. 125 # 78-17 Este Bodega 830 153473 Tunja;4
00055010;Rubén Milton Guevara López;Carrera 65 # 63-1 Apartamento 92 818064 Fortul, Arauca;2
00054828;Miguel Dagoberto Rojas Giraldo;Diagonal 10 # 69-8 Torre 8 apartamento 76 762483 Restrepo, Valle del Cauca;1
00054915;Luz Torres;Avenida carrera 54 # 12-36 Sur Apto. 61 251899 Puerto Salgar, Cundinamarca;1
00055224;Tania Agudelo Mejía;Cl. 30 Bis # 9-9 Sur 252101 Gutiérrez, Cundinamarca;4
00055435;Carlos Torres;Av. carrera 10 # 4R-7 Apartamento 86 736576 Planadas, Tolima;4
00054837;Andrés Herrera Martínez;Calle 169L Sur # 6-5 Sur Bodega 11 159569 Puerto Boyacá, Boyacá;3
00055822;Rafael Alberto Cáceres Rodríguez;Dg. 52 # 8-9 256304 Chocontá, Cundinamarca;2
00055135;Eduardo Aguirre Díaz;Carrera 190W # 39-8 Este Etapa 6 apartamento 335 735009 Planadas, Tolima;2
00055466;Elena Arenas;Dg. 3P # 97-5 Etapa 6 apartamento 66 680343 Chima, Santander;4
00055125;Jorge Agudelo Erazo;Tr. 30 # 62-3 Sur Casa 19 418619 La Argentina, Huila;2
00055037;José Antonio Guerrero Quiroga;Transversal 5N # 1-5 Este Bodega 76 734662 San Luis, Tolima;3
00055137;Francisco Andrés Giraldo Cruz;Carrera 8ª # 1-7 Este Apartamento 52 768289 Riofrío, Valle del Cauca;1
00055252;Adriana Santos;Calle 64 # 68-6 Apartamento 9 525146 Aldana, Nariño;1
00055023;Ángela Daniela Serna Ochoa;Cl. 175T # 8-8 769062 Obando, Valle del Cauca;1
00054887;Fernando Arias Ceballos;Cl. 27R # 7-21 Este Torre 6 apartamento 7 236026 Ayapel, Córdoba;3
00055716;Patricia Laura Valencia;Cl. 189I Bis U # 8-5 Este 252678 Fúquene, Cundinamarca;4
00054946;Marleny Yaneth Martínez;Cl. 163L # 5-89 Sur Bodega 10 052901 Vigía del Fuerte, Antioquia;2
00055082;Wilson Salas;Cl. 2R Bis V # 76-2 Apto. 418 256181 Gachancipá, Cundinamarca;3
00055442;Stella Gómez Prada;Av. Quindío # 3G-92 Sur 708159 La Unión, Sucre;4
00055522;Manuel Moreno;Cl. 168 Este # 8-39 Casa 4 257857 Tena, Cundinamarca;3
00055330;Pedro Calderón Castro;Avenida San Juan de Urabá # 9-4 Este 819572 Arauca;2
00055274;Carolina Arévalo;Carrera 149 # 53-8 Apto. 64 257356 Susa, Cundinamarca;3
00055022;Tatiana Patricia Trujillo;Cr. 5 Este # 76-74 Sur 137495 Cantagallo, Bolívar;3
00055265;Nidia María García Rivera;Avenida carrera 192 # 9-7 Torre 4 apartamento 91 739111 Roncesvalles, Tolima;1
00055167;Enrique Jaider Álvarez Ruiz;Cl. 60 Bis S # 10-7 Este Torre 6 apartamento 696 153934 Susacón, Boyacá;4
00055356;Jesús Jairo Alarcón Durán;Transversal 5ª # 41-1 Sur Etapa 8 apartamento 8 547170 Ragonvalia, Norte de Santander;1
00055308;Jhon Triana;Carrera 22 # 1-95 Este 549724 Chinácota, Norte de Santander;4
00055779;Daniel José Toro;Cr. 166K # 1G-6 Sur Oficina 94 131575 El Carmen de Bolívar, Bolívar;2
00055601;Mary Adriana Morales Alzate;Transversal 138 Bis U # 66M-5 734939 Venadillo, Tolima;2
00055789;Juan Carlos Delgado Álvarez;Av. carrera 181 # 52-44 Sur Apartamento 65 448647 Uribia, La Guajira;2
00055053;Gabriel Hernández;Carrera 1W Sur # 47-5 Este 686007 La Belleza, Santander;3
00055092;Daniel Javier Peña Rodríguez;Avenida Buesaco # 35E-46 Apartamento 425 156543 Tasco, Boyacá;4
00055094;Hernando Molina Torres;Cr. 6ª # 5H-95 Sur Casa 6 472129 Salamina, Magdalena;3
00055164;Jesús Gil;Carrera 109L # 12-92 731885 Roncesvalles, Tolima;4
00055782;Isabel López;Av. Jairo Eduar Muñoz # 8-49 Sur 256699 Sutatausa, Cundinamarca;1
00055732;Enrique Soto Ocampo;Calle 118H # 9M-59 257032 Zipaquirá, Cundinamarca;3
00055277;Graciela Sánchez;Carrera 3D Sur # 60B-9 Sur 471154 Zapayán, Magdalena;4
00055061;Javier Martínez;Tr. 184 # 8-7 Este Apartamento 6 181282 Solita, Caquetá;2
00055652;José Valencia Gaitán;Cr. 1ª # 94V-7 256354 Granada, Cundinamarca;2
00055744;Antonio Orjuela Rendón;Tr. 75A # 78-4 Sur 813509 Tame, Arauca;4
00055483;Edwin Eduardo Castaño Gil;Cl. 65 # 3-63 869158 Orito, Putumayo;3
00055551;Flor Ospina;Calle 4K Este # 16W-7 Sur 739634 Líbano, Tolima;1
00055428;Felipe Ramírez Montoya;Carrera 2K # 16-1 Sur 153709 Garagoa, Boyacá;1
00055727;Eugenia Contreras Muñoz;Cr. 141V # 9-7 Sur Torre 7 apartamento 96 058260 Dabeiba, Antioquia;4
00055507;Jairo García;Cl. 12 # 9L-2 198515 Santa Rosa, Cauca;2
00055163;Patricia Pérez Delgado;Cr. 76 # 1L-13 Sur 155031 Corrales, Boyacá;4
00055342;Felix Rodríguez Angarita;Calle 72F Sur # 67-77 Apto. 78 238439 San Pelayo, Córdoba;1
00055681;María María Roa;Calle 57 # 58-8 Este Oficina 51 057850 Giraldo, Antioquia;3
00055626;Paulo Ruiz Álvarez;Cr. 99H # 7-60 Este 687408 Barrancabermeja, Santander;1
00055267;Stiven Mosquera Vega;Tr. 89 # 55-28 Sur Bodega 9 852245 Sácama, Casanare;3
00054868;Lucía Rico;Calle 3D # 98Y-9 Casa 63 155121 Jericó, Boyacá;3
00055350;Helena María Lara López;Carrera 2ª # 51-60 Apto. 80 271356 Quibdó;3
00055536;Natalia María Sierra;Carrera 21 Bis # 12-5 Este Torre 9 apartamento 91 159654 Tutazá, Boyacá;3
00055018;Gilma Torres Ramírez;Calle 114 # 83-3 Torre 2 apartamento 77 051230 La Ceja, Antioquia;4
00055427;Héctor Adolfo Rivera;Carrera 14 # 8-4 235581 Momil, Córdoba;2
00055178;Anderson Álvarez;Calle 24 # 2-4 Este Etapa 5 apartamento 7 975851 Taraira, Vaupés;3
00055648;Leonardo Valencia Osorio;Av. calle 77 # 1-9 Sur Local 35 681693 Betulia, Santander;4
00055818;Carolina Garzón Flórez;Cr. 76D # 5G-79 Este 508330 San Juanito, Meta;4
00055773;José Jorge López Arias;Av. carrera 2ª # 6-30 Este Local 671 444982 La Jagua del Pilar, La Guajira;3
00055338;Luz Carmen Beltrán;Carrera 5R Sur # 33-12 Sur 548392 Teorama, Norte de Santander;2
00055532;María Hoyos;Av. calle 181 # 6-41 Sur Bodega 3 529437 Santa Bárbara, Nariño;1
00055674;Gloria Diana Ortega;Diagonal 58 # 75E-2 Este Bodega 24 684236 Suratá, Santander;4
00055303;Paula Carolina Martínez Vega;Carrera 8ª # 2-97 257453 La Mesa, Cundinamarca;3
00055287;Diego Torres;Cl. 25W # 71-93 Sur 688435 Palmar, Santander;2
00055425;Paola María Guerrero Durán;Avenida calle 53 # 18-17 Este Oficina 91 177337 Aguadas, Caldas;3
00055468;Martha María Aguirre Castro;Carrera 34 # 29-22 Este Oficina 70 471726 Zona Bananera, Magdalena;4
00055293;Camila Sandoval;Calle 135 # 3T-7 Sur Etapa 3 apartamento 153 858773 Monterrey, Casanare;4
00055142;Camila Silva Ríos;Av. Caquetá # 7-63 Torre 9 apartamento 1 737183 Falan, Tolima;4
00055671;Andrea Toro;Cl. 5 Bis # 8-73 Este Casa 9 256458 Guachetá, Cundinamarca;4
00054971;Ivonne Viviana Martínez;Tr. 99 # 56S-1 Sur Apto. 90 686133 Floridablanca, Santander;1
00055540;Natalia Eugenia Espinosa;Cl. 91B # 3Q-90 Etapa 6 apartamento 71 504916 El Castillo, Meta;2
00054970;Janeth Melba Salazar Rodríguez;Carrera 61 # 16-6 Sur Bodega 7 543805 Convención, Norte de Santander;4
00055462;Cristina García García;Transversal 51 # 5-52 Este Torre 7 apartamento 4 195632 Piamonte, Cauca;1
00054999;Karen García;Calle 2 Bis J # 8L-1 Este 767119 La Cumbre, Valle del Cauca;4
00055498;Socorro Alfonso;Calle 12 # 2-72 Oficina 232 860578 Sibundoy, Putumayo;4
00055790;Pablo Henao Londoño;Transversal 124 # 68-21 Este 187740 El Paujíl, Caquetá;2
00054867;Orlando Camilo Muñoz Cárdenas;Cr. 26 # 85T-1 Torre 2 apartamento 2 685408 Sucre, Santander;4
00054888;Ariel Valderrama;Carrera 6ª # 10L-8 Bodega 8 635093 La Tebaida, Quindío;2
00054872;José González;Cr. 80W # 94-3 Sur 207926 Becerril, Cesar;2
00054864;Olga Rosa Díaz Gómez;Cr. 157D # 1-6 Este Etapa 4 apartamento 25 151430 Firavitoba, Boyacá;1
00055235;Cristina Lucía Cárdenas Riascos;Cr. 138 # 69Y-85 Bodega 265 271792 Nuquí, Chocó;2
00055593;Rafael Iván Hernández;Dg. 6ª # 70-18 Sur 158267 Tunja;1
00055213;Jhon Vélez Serrano;Av. calle 165 # 67N-1 Este Torre 2 apartamento 812 544984 Ragonvalia, Norte de Santander;2
00055038;Adolfo Edwin Garzón;Calle 7ª # 5-8 Este Apto. 72 685820 Puente Nacional, Santander;1
00054871;Paulina Pérez Martínez;Cl. 2I # 5-26 Este Etapa 5 apartamento 137 156780 Briceño, Boyacá;1
00055040;Brayan Moreno Moreno;Cr. 172L # 85-3 Este Casa 79 703733 San Marcos, Sucre;4
00055457;Manuel Rosero;Carrera 1ª # 5-2 Apartamento 643 250409 Pacho, Cundinamarca;1
00055207;Lucero Sarmiento;Calle 162 # 25-7 Oficina 137 765430 Jamundí, Valle del Cauca;4
00055081;José Guillermo Díaz;Carrera 3Q # 2-69 761979 Ginebra, Valle del Cauca;2
00055151;Edilma Buitrago Roa;Carrera 15 # 6-38 Apto. 63 683235 San Miguel, Santander;4
00055682;Marly Puentes Cortés;Av. carrera 172 # 35-54 Oficina 649 050024 Cocorná, Antioquia;1
00055311;Víctor Iván Sarmiento;Calle 4ª # 95-8 051856 Caramanta, Antioquia;2
00055792;Marta Monsalve Angarita;Calle 108 # 2U-51 Este Bodega 940 156220 Somondoco, Boyacá;3
00055199;Camila Yury Caro Guerrero;Calle 34 # 36-98 Bodega 21 055793 Nechí, Antioquia;1
00055062;Luis Eduardo Ortega Castaño;Diagonal 44T # 48W-5 089238 Repelón, Atlántico;3
00055070;Johanna Orozco Ortiz;Cl. 33I # 77-8 Este Local 23 689094 Curití, Santander;3
00054904;Enrique Gerardo Rodríguez Pabón;Cl. 93 # 3-40 Torre 7 apartamento 940 732188 Casabianca, Tolima;3
00055619;Raquel Acosta Suárez;Calle 149P # 7-9 Sur 414592 Yaguará, Huila;1
00055557;Isidro Sepúlveda Castillo;Calle 111 # 5-40 Oficina 320 415732 Algeciras, Huila;3
00055502;Mercedes Gloria Londoño Flórez;Cr. 57S # 9-53 Local 6 157024 Sativasur, Boyacá;4
00054896;Paola Barrios Quintero;Carrera 38 # 3-6 Sur Oficina 249 549774 Puerto Santander, Norte de Santander;3
00055574;Angie Julieth Rodríguez Orozco;Cr. 140E Bis # 8-4 Bodega 39 258024 Tabio, Cundinamarca;1
00055743;Carmen Arias Soto;Calle 15 # 81-78 Sur Apto. 75 237573 Puerto Libertador, Córdoba;3
00054914;Nubia Silva;Cr. 10 # 13-22 Torre 2 apartamento 4 134393 Arroyohondo, Bolívar;1
00055694;María Rojas Pérez;Cl. 3ª # 32-6 253310 Sesquilé, Cundinamarca;1
00055688;John Herrera;Transversal 84 # 49-75 153594 Tutazá, Boyacá;2
00055336;Kevin Gómez;Cr. 37 # 1-58 Sur 991020 Cumaribo, Vichada;3
00055283;María Dary Gamboa Sánchez;Cl. 80 # 8A-1 Sur 058181 La Pintada, Antioquia;4
00055523;Herney Alejandro Ramírez;Diagonal 8ª # 7-42 157491 Guateque, Boyacá;3
00055011;Maira Martínez Calderón;Transversal 156I # 77-73 Sur 085058 Campo de la Cruz, Atlántico;3
00055315;Ever Juan Sánchez Mantilla;Av. carrera 124 # 5-52 Torre 1 apartamento 23 689863 Albania, Santander;1
00055565;Cindy Escobar;Avenida calle 155 # 8L-42 Este 417289 Íquira, Huila;2
00055786;Franco Julián Bolívar;Calle 49 # 17-35 182839 Morelia, Caquetá;3
00055683;Alfonso López Chávez;Av. carrera 153 # 66M-71 Sur 159775 Tununguá, Boyacá;1
00055201;Alberto Jairo Ríos;Avenida Palmar de Varela # 8-79 152593 Togüí, Boyacá;4
00055067;Gloria Chaparro;Carrera 25Y Bis # 55-91 Este 150212 Ciénega, Boyacá;2
00055614;Andrés César Giraldo;Carrera 31 # 5-2 Sur 252800 Paime, Cundinamarca;3
00055204;Sergio Eduar Martínez Monroy;Carrera 1C Bis C # 8-72 Sur Bodega 87 505433 La Macarena, Meta;1
00055013;David Jiménez;Avenida calle 2ª # 7-1 Este Local 81 206292 Bosconia, Cesar;3
00055191;Sara María Gutiérrez Jiménez;Cl. 11 # 52-28 Sur Torre 7 apartamento 10 251066 Guasca, Cundinamarca;2
00055628;Lucía Vera Pérez;Cr. 112 # 63-7 Este 057652 Belmira, Antioquia;1
00055371;María López;Cr. 36 # 30-75 Local 55 251783 Yacopí, Cundinamarca;3
00055725;Alexander Rincón;Calle 58D # 68-7 Sur Bodega 2 207188 La Jagua de Ibirico, Cesar;4
00055410;Ever Gómez;Cl. 35 # 17T-3 Este 052624 Maceo, Antioquia;3
00055200;Carlos Cristhian Quintero Rangel;Cr. 183 # 7-8 Este Apartamento 88 059527 Tarso, Antioquia;4
00055528;Tatiana Karen Guevara Rodríguez;Tr. 18 # 5-48 Sur Local 38 059557 Barbosa, Antioquia;3
00054885;Luz Espitia;Cl. 167F # 79-7 479145 Tenerife, Magdalena;2
00055499;Óscar Herrera;Cl. 7V # 43-93 Oficina 80 705997 Sucre, Sucre;2
00055757;Pedro Juan Montoya;Cr. 22 # 3K-8 Este 252952 Tenjo, Cundinamarca;3
00055566;Edinson Arias;Tr. 57 # 94-26 Apto. 1 445977 Urumita, La Guajira;4
00054960;Fernando Johan Quintero Vargas;Cr. 1ª # 1-55 Este Bodega 3 471204 Tenerife, Magdalena;1
00055707;Manuel Garzón;Diagonal 8ª # 80Z-4 Este 057367 Arboletes, Antioquia;2
00055295;Esperanza Rangel;Calle 8ª # 6-9 Este 086108 Suan, Atlántico;4
00055214;Mario Luis Osorio;Carrera 27 # 4L-3 Este 191181 Suárez, Cauca;3
00055059;Beatriz Hernández;Carrera 25J # 6-8 Sur Torre 9 apartamento 47 442377 La Jagua del Pilar, La Guajira;3
00055232;Andrea Ávila;Calle 176E # 2-95 Este Oficina 265 082761 Malambo, Atlántico;4
00055132;Alejandro Santiago Salazar;Carrera 50 # 1-5 Sur Apto. 3 733063 Dolores, Tolima;1
00055120;Diego Norberto Vargas;Avenida Guapi # 3-8 Sur Etapa 4 apartamento 38 525485 Gualmatán, Nariño;3
00055237;José Fernández;Calle 22 # 3-1 Sur Torre 2 apartamento 31 681143 San Gil, Santander;2
00054972;Andrés Suárez Rincón;Transversal 94 # 8-16 Este 273166 Río Iró, Chocó;2
00055484;Claudia Norma López Cano;Cl. 44R # 73N-27 Sur 543130 Tibú, Norte de Santander;3
00055433;Diana Giraldo Osorio;Av. carrera 6ª # 2-98 Torre 5 apartamento 7 501355 Cumaral, Meta;1
00055746;Cecilia Marleny Rojas;Av. carrera 91 # 94-65 Sur 760752 Trujillo, Valle del Cauca;1
00054973;Esteban Yesid Martínez Franco;Transversal 70 # 7-5 Este 416895 Garzón, Huila;1
00055600;Paola Santos Contreras;Calle 67 # 2-6 Este 687460 San Benito, Santander;4
00055145;Enrique Diego Uribe;Diagonal 78 # 50M-45 088630 Campo de la Cruz, Atlántico;4
00055196;Gloria Michel Arango Molina;Cr. 7B # 95-6 Local 695 151766 Socotá, Boyacá;2
00055738;María Ortega;Carrera 96 # 19-18 Etapa 6 apartamento 9 916004 El Encanto, Amazonas;2
00055027;Piedad Diana Parra Castañeda;Carrera 74 # 90-4 252213 Bojacá, Cundinamarca;1
00054831;Carlos José Zapata Granados;Av. carrera 69 # 1-29 Este 547484 Arboledas, Norte de Santander;3
00055029;Dayana Gómez;Avenida carrera 150 # 2-98 685906 Puerto Parra, Santander;2
00055439;Fernando Arturo Granados;Av. carrera 12 # 10-4 Sur 159323 La Victoria, Boyacá;1
00055220;Mónica Calderón Chaparro;Calle 14 # 3-75 979836 Yavaraté, Vaupés;1
00055592;Patricia Norma Montes Correa;Cl. 48 # 22-5 Apartamento 759 230897 Cereté, Córdoba;4
00054874;Myriam Helena Quintero Mosquera;Tr. 81 # 66-4 Este 130372 San Estanislao, Bolívar;1
00055268;Javier Luis Cabrera;Av. calle 5ª # 91-3 Este 157476 Toca, Boyacá;4
00055175;María Blanca Molina;Cr. 7ª # 52S-18 Sur 684273 El Carmen de Chucurí, Santander;2
00055253;Isabel Arenas;Cr. 134U Bis S # 7-6 Este 195377 Almaguer, Cauca;3
00055250;Mauricio Reyes Rengifo;Carrera 9V # 2-6 Sur 410171 Nátaga, Huila;1
00055430;Guillermo Carlos Rodríguez Vargas;Carrera 69 # 54-2 Este 523108 San Pedro de Cartago, Nariño;3
00055341;Felipe Ramiro Arias;Calle 155 # 2-4 Este 257170 Cucunubá, Cundinamarca;2
00055630;Fernando Solano González;Calle 33 # 3-77 417504 Saladoblanco, Huila;3
00055700;Dolores Rojas;Tr. 3U Bis # 6H-65 Sur 157210 Quípama, Boyacá;2
00055312;Milena Marlén Reyes Pulido;Avenida calle 36 # 35-73 Este Torre 2 apartamento 446 524794 Santacruz, Nariño;2
00055639;Andrés Gómez;Cr. 155D Bis # 4-7 Casa 5 156259 Somondoco, Boyacá;4
00055669;José Julio Buitrago Vergara;Calle 171 # 80-8 Sur 050226 Puerto Triunfo, Antioquia;1
00055289;Yaneth Jiménez;Av. carrera 57 # 43-5 Este Casa 71 059644 Donmatías, Antioquia;3
00055728;Álvaro Jesús Palacio Cárdenas;Calle 193 # 83G-97 Sur 056473 Vegachí, Antioquia;3
00055084;Nelsy Padilla Angarita;Cl. 32 # 6-8 Este 503154 Puerto Lleras, Meta;4
00055709;Dario Posada Polo;Diagonal 56 # 84L-7 412152 Santa María, Huila;1
00055305;Alejandro Enrique Hoyos;Carrera 26S # 4-9 Sur Oficina 1 180197 Florencia;1
00055307;Willian Eduar Guevara;Cr. 55W Sur # 39-7 Sur Local 50 053762 Santa Bárbara, Antioquia;4
00054963;Alfredo Antonio Cardozo Jiménez;Cl. 21 # 7M-28 Este Oficina 48 259429 Suesca, Cundinamarca;3
00054924;Alba Patricia Ramírez;Cr. 98 # 44U-85 Sur Apto. 59 152910 Somondoco, Boyacá;4
00055527;Laura Hurtado;Carrera 93N Este # 70-8 Apto. 586 186023 Valparaíso, Caquetá;2
00055534;Edwin Rodríguez Quintero;Diagonal 192 Este # 64-7 Casa 88 154145 Pesca, Boyacá;3
00055026;Eduardo López Ortega;Diagonal 104 # 5-20 Este Bodega 37 508929 Granada, Meta;3
00055505;Alba Martha Cárdenas;Av. calle 45 # 41T-1 057956 San Jerónimo, Antioquia;1
00055810;Hugo Flórez;Carrera 3ª # 32-6 Sur Local 346 733174 Piedras, Tolima;2
00054834;Fernando Contreras Rivera;Avenida La Guajira # 9-3 Este 139851 Magangué, Bolívar;3
00054893;Javier Cristian Castillo;Calle 39 # 8-2 Casa 77 686473 Oiba, Santander;2
00055702;Carlos Jhon González García;Diagonal 92W # 33-38 Este 476455 Nueva Granada, Magdalena;4
00055008;Cristhian Gilberto Guevara;Cl. 46 # 1-78 Este Etapa 7 apartamento 526 474076 Zona Bananera, Magdalena;1
00054997;David Ardila;Diagonal 11D Este # 17-7 Etapa 7 apartamento 8 253403 Chipaque, Cundinamarca;3
00055771;Guillermo Orlando Castillo;Carrera 156 # 7-6 Este Bodega 57 275315 Medio San Juan, Chocó;2
00055539;Manuel Gustavo Martínez Ayala;Tr. 107 # 6-6 Sur Apartamento 622 131122 Regidor, Bolívar;1
00055665;Elena Amaya;Avenida calle 67 # 81A-95 814464 Arauca;1
00054967;Andrea María Flórez;Cl. 1ª # 9J-1 Apartamento 47 058842 Cisneros, Antioquia;4
00055078;Juan Armando Orozco Sánchez;Cr. 5ª # 9-4 Oficina 691 522889 San Lorenzo, Nariño;3
00055321;Adriana María Sepúlveda Rojas;Cr. 3E # 4M-4 Este Apto. 51 259012 Chía, Cundinamarca;2
00054844;Mario López Osorio;Avenida La Jagua del Pilar # 9-2 Este Apartamento 382 155855 Tasco, Boyacá;2
00055730;Carlos Vargas;Dg. 66 Este # 38F-8 413130 Gigante, Huila;3
00055596;María Díaz;Tr. 7ª # 10-9 Este Casa 9 159756 San Luis de Gaceno, Boyacá;4
00055334;Vanessa Restrepo Arango;Cr. 96 # 7-6 Bodega 12 051568 Murindó, Antioquia;1
00054966;Albeiro Ortiz;Cl. 22 # 3-98 760998 Calima, Valle del Cauca;1
00055791;Yaneth López Valencia;Transversal 9D # 54-9 Este Bodega 9 256765 Villagómez, Cundinamarca;3
00055621;María Pineda;Avenida Bogotá, D.C. # 66N-44 Sur Etapa 6 apartamento 7 736757 Venadillo, Tolima;4
00055762;Amanda Zuluaga Ardila;Avenida carrera 103 # 32-9 Este 057415 Santa Fé de Antioquia, Antioquia;4
00055310;Edilma Quintero Ortiz;Diagonal 9ª # 11-36 135909 Clemencia, Bolívar;2
00055448;Patricia García;Calle 22 # 8-55 Este Apartamento 94 544742 El Carmen, Norte de Santander;2
00055047;Cristina Duque;Calle 28 # 33-82 130718 El Peñón, Bolívar;3
00055794;José Arbey Arévalo Torres;Cl. 10 # 48-9 Este 157793 Almeida, Boyacá;4
00055538;José Ariza Ávila;Cl. 4ª # 9-7 Sur 259752 Vergara, Cundinamarca;4
00055087;Carlos Jaimes;Avenida calle 8ª # 5-9 Torre 6 apartamento 30 735252 Piedras, Tolima;1
00054981;Elsa Liliana Villamizar Moreno;Dg. 22 # 37-19 058354 El Santuario, Antioquia;2
00055815;Alfonso Bejarano Pacheco;Cr. 84 # 88-7 Este Oficina 428 055423 Armenia, Antioquia;2
00055221;Gregorio Manuel Hernández;Av. carrera 5ª # 95-73 Casa 6 525390 Potosí, Nariño;1
00055519;José Londoño;Cl. 9ª # 2-23 Este 239937 Montería;4
00055007;Luis Sánchez;Calle 164H # 64-8 Este Oficina 2 919802 La Chorrera, Amazonas;1
00055480;Luis Bautista;Cr. 20 # 92-5 Sur 547700 Labateca, Norte de Santander;3
00054952;Milena Cano Sarmiento;Transversal 154 # 64-1 Este 203157 San Martín, Cesar;2
00055563;Paula Agudelo Pinzón;Carrera 3ª # 1-1 Apto. 418 055046 Cocorná, Antioquia;3
00055130;Edith Polo Arenas;Calle 38 # 2E-9 Apartamento 80 545696 Pamplona, Norte de Santander;3
00054922;Amparo Tatiana Carmona Flórez;Carrera 79G # 34-39 Sur Oficina 7 541005 Villa Caro, Norte de Santander;3
00055313;Carlos Guzmán;Cr. 123 # 9I-33 Este 172620 Manizales;2
00054877;David Juan Obando Herrera;Cl. 109 # 1C-2 Sur Local 68 700043 Colosó, Sucre;1
00055451;Judith María Villegas;Cr. 58 # 2-6 945882 La Guadalupe, Guainía;2
00054847;Samir Benavides Rendón;Calle 21A # 33-2 Sur Casa 78 684681 San Andrés, Santander;3
